parameter,project_code,data_source,borehole_code,sample_code,sample_depth_top_m,sample_description,laboratory,laboratory_test_code,test_date,test_type,test_standard,test_parameters[0].description,test_parameters[0].value,test_parameters[0].units,test_parameters[1].description,test_parameters[1].value,test_parameters[1].units,test_comment,measurement_convention,value,value_unit,value_scale,value_likelihood,lithology
tau,NT1,Laboratory,NT1-21,1-2,57.80,Construction Design,KhonKaen University,97,19.05.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Peak strength,0.22,MPa,Laboratory,Data point,Clay
tau,NT1,Laboratory,NT1-21,1-3,57.80,Construction Design,KhonKaen University,98,19.05.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Peak strength,0.46,MPa,Laboratory,Data point,Clay
tau,NT1,Laboratory,NT1-21,1-1,57.80,Construction Design,KhonKaen University,96,19.05.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Residual strength,0.14,MPa,Laboratory,Data point,Clay
tau,NT1,Laboratory,NT1-21,1-2,57.80,Construction Design,KhonKaen University,97,19.05.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Residual strength,0.24,MPa,Laboratory,Data point,Clay
tau,NT1,Laboratory,NT1-21,1-3,57.80,Construction Design,KhonKaen University,98,19.05.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Residual strength,0.51,MPa,Laboratory,Data point,Clay
tau,NT1,Laboratory,NT1-18,1,24.66,Construction Design,KhonKaen University,100,14.06.2017,Direct shear,ASTM D5607-95,s3,0.48,MPa,,,,,Peak strength,0.39,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-18,1,24.66,Construction Design,KhonKaen University,101,14.06.2017,Direct shear,ASTM D5607-95,s3,0.94,MPa,,,,,Peak strength,0.48,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-18,1,24.66,Construction Design,KhonKaen University,102,14.06.2017,Direct shear,ASTM D5607-95,s3,1.87,MPa,,,,,Peak strength,0.83,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-18,1,23.50,Construction Design,KhonKaen University,103,14.06.2017,Direct shear,ASTM D5607-95,s3,0.47,MPa,,,,,Peak strength,0.65,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-18,1,23.50,Construction Design,KhonKaen University,104,14.06.2017,Direct shear,ASTM D5607-95,s3,0.93,MPa,,,,,Peak strength,0.86,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-18,1,23.50,Construction Design,KhonKaen University,105,14.06.2017,Direct shear,ASTM D5607-95,s3,1.85,MPa,,,,,Peak strength,1.48,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-15,1,32.20,Construction Design,KhonKaen University,106,14.06.2017,Direct shear,ASTM D5607-95,s3,0.47,MPa,,,,,Peak strength,0.43,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-15,1,32.20,Construction Design,KhonKaen University,107,14.06.2017,Direct shear,ASTM D5607-95,s3,0.92,MPa,,,,,Peak strength,0.39,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-15,1,32.20,Construction Design,KhonKaen University,108,14.06.2017,Direct shear,ASTM D5607-95,s3,1.82,MPa,,,,,Peak strength,0.50,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-14,1,58.90,Construction Design,KhonKaen University,109,10.06.2017,Direct shear,ASTM D5607-95,s3,0.47,MPa,,,,,Peak strength,1.16,MPa,Laboratory,Data point,Sandstone
tau,NT1,Laboratory,NT1-14,1,58.90,Construction Design,KhonKaen University,110,10.06.2017,Direct shear,ASTM D5607-95,s3,0.93,MPa,,,,,Peak strength,1.30,MPa,Laboratory,Data point,Sandstone
tau,NT1,Laboratory,NT1-14,1,58.90,Construction Design,KhonKaen University,111,10.06.2017,Direct shear,ASTM D5607-95,s3,2.76,MPa,,,,,Peak strength,2.11,MPa,Laboratory,Data point,Sandstone
tau,NT1,Laboratory,NT1-19,1,63.60,Construction Design,KhonKaen University,112,15.06.2017,Direct shear,ASTM D5607-95,s3,0.52,MPa,,,,,Peak strength,0.96,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-19,1,63.60,Construction Design,KhonKaen University,113,15.06.2017,Direct shear,ASTM D5607-95,s3,1.02,MPa,,,,,Peak strength,0.65,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-19,1,63.60,Construction Design,KhonKaen University,114,15.06.2017,Direct shear,ASTM D5607-95,s3,2.02,MPa,,,,,Peak strength,1.19,MPa,Laboratory,Data point,Siltstone
tau,NT1,Laboratory,NT1-14,1,57.85,Construction Design,KhonKaen University,115,20.06.2017,Direct shear,ASTM D5607-95,s3,0.47,MPa,,,,,Peak strength,0.65,MPa,Laboratory,Data point,Sandstone
tau,NT1,Laboratory,NT1-14,1,57.85,Construction Design,KhonKaen University,116,20.06.2017,Direct shear,ASTM D5607-95,s3,0.93,MPa,,,,,Peak strength,0.85,MPa,Laboratory,Data point,Sandstone
tau,NT1,Laboratory,NT1-14,1,57.85,Construction Design,KhonKaen University,117,20.06.2017,Direct shear,ASTM D5607-95,s3,1.85,MPa,,,,,Peak strength,1.42,MPa,Laboratory,Data point,Sandstone
tau,NT1,Laboratory,Diversion Tunnel,SM1-1,,Construction Design,KhonKaen University,118,17.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Peak strength,0.14,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM1-2,,Construction Design,KhonKaen University,119,17.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Peak strength,0.20,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SMa-3,,Construction Design,KhonKaen University,120,17.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Peak strength,0.37,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM1-1,,Construction Design,KhonKaen University,118,17.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Residual strength,0.16,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM1-2,,Construction Design,KhonKaen University,119,17.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Residual strength,0.25,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM1-3,,Construction Design,KhonKaen University,120,17.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Residual strength,0.37,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-2-1,,Construction Design,KhonKaen University,121,17.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Peak strength,0.14,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-2-2,,Construction Design,KhonKaen University,122,17.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Peak strength,0.18,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-2-3,,Construction Design,KhonKaen University,123,17.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Peak strength,0.34,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-2-1,,Construction Design,KhonKaen University,121,17.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Residual strength,0.16,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-2-2,,Construction Design,KhonKaen University,122,17.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Residual strength,0.23,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-2-3,,Construction Design,KhonKaen University,123,17.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Residual strength,0.46,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-3-1,,Construction Design,KhonKaen University,124,19.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Peak strength,0.07,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-3-2,,Construction Design,KhonKaen University,125,19.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Peak strength,0.18,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-3-3,,Construction Design,KhonKaen University,126,19.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Peak strength,0.37,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-3-1,,Construction Design,KhonKaen University,124,19.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Residual strength,0.13,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-3-2,,Construction Design,KhonKaen University,125,19.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Residual strength,0.24,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-3-3,,Construction Design,KhonKaen University,126,19.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Residual strength,0.46,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-4-1,,Construction Design,KhonKaen University,127,19.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Peak strength,0.11,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-4-2,,Construction Design,KhonKaen University,128,19.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Peak strength,0.20,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-4-3,,Construction Design,KhonKaen University,129,19.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Peak strength,0.41,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-4-1,,Construction Design,KhonKaen University,130,19.06.2017,Direct shear,ASTM D3080,s3,0.20,MPa,,,,,Residual strength,0.17,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-4-2,,Construction Design,KhonKaen University,131,19.06.2017,Direct shear,ASTM D3080,s3,0.40,MPa,,,,,Residual strength,0.25,MPa,Laboratory,Data point,Sheared Mudstone
tau,NT1,Laboratory,Diversion Tunnel,SM-4-3,,Construction Design,KhonKaen University,132,19.06.2017,Direct shear,ASTM D3080,s3,0.80,MPa,,,,,Residual strength,0.49,MPa,Laboratory,Data point,Sheared Mudstone
